Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
"$3,020",1 bed,1 bath,Data Not Found,NO,"415 Red Hook Ln Apt 8A,                  ",Brooklyn,NY,11201
"$5,500",1 bed,1 bath,Data Not Found,NO,"15 Union Sq W Apt 2A,                  ",New York,NY,10003
"$2,299",1 bed,1 bath,Data Not Found,NO,"311 E 52nd St Apt 2A,                  ",New York,NY,10022
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,000",2 bed,2 bath,Data Not Found,NO,"51 Kent Ave # 1,                  ",Brooklyn,NY,11249
"$2,630",3 bed,1 bath,Data Not Found,NO,"199 Malcolm X Blvd Apt 2F,                  ",Brooklyn,NY,11221
"$2,300",3 bed,1 bath,Data Not Found,NO,"363 Amboy St Apt 1F,                  ",Brooklyn,NY,11212
"$2,475",2 bed,1 bath,Data Not Found,OK Pets,"3147 Broadway Apt 7,                  ",New York,NY,10027
"$3,850",1 bed,1 bath,692 sqft,OK Pets,"50 W 97th St Apt 11M,                  ",New York,NY,10025
"$2,300",2 bed,1 bath,700 sqft,OK Pets,"107 Pulaski St Apt 1,                  ",Brooklyn,NY,11206
"$5,095",1 bed,2 bath,Data Not Found,OK Pets,"202 E 13th St Apt 4E,                  ",New York,NY,10003
"$3,495",3 bed,2 bath,Data Not Found,OK Pets,"171 E 102nd St Apt 2W,                  ",New York,NY,10029
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$9,230",3 bed,2 bath,"2,000 sqft",NO,"213 Park Ave S Unit 5THFLR,                  ",New York,NY,10003
"$2,895",0 bed,Data Not Found,Data Not Found,OK Pets,"77-21 64th,                  ",Ridgewood,NY,11385
"$7,420",2 bed,2 bath,Data Not Found,OK Pets,"210 E 22nd St Unit Lc,                  ",New York,NY,10010
"$4,000",1 bed,1 bath,700 sqft,NO,"117 E 57th St Apt 35G,                  ",New York,NY,10022
"$4,500",1 bed,1 bath,Data Not Found,OK Pets,"123 Washington St Apt 34A,                  ",New York,NY,10006
"$2,570",1 bed,1 bath,Data Not Found,OK Pets,"208 W 80th St Apt 5B,                  ",New York,NY,10024
"$2,140",1 bed,1 bath,Data Not Found,OK Pets,"518 E 83rd St Apt 5C,                  ",New York,NY,10028
"$2,300",1 bed,1 bath,Data Not Found,OK Pets,"Sunny One Bedroom-Next to Subway-Prime Location Unit 5A,                  ",New York,NY,10028
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,550",2 bed,1 bath,Data Not Found,NO,"Address Undisclosed Unit 9,                  ",New York,NY,10012
"$3,500",1 bed,1 bath,Data Not Found,NO,"22 W 77th St Apt 26,                  ",New York,NY,10024
"$2,600",1 bed,1 bath,Data Not Found,NO,"13 Saint Marks Pl Unit 1,                  ",Manhattan,NY,10003
"$3,600",2 bed,1 bath,Data Not Found,NO,Data Not Found,New York,NY,10016
"$3,895",2 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10018
"$2,795",1 bed,1 bath,650 sqft,OK Pets,Data Not Found,New York,NY,10128
"$3,600",1 bed,1 bath,Data Not Found,NO,"309 Mott St Apt 2A,                  ",New York,NY,10012
"$1,800",1 bed,1 bath,650 sqft,NO,"54-75 83rd St Unit 4,                  ",Elmhurst,NY,11373
"$3,600",1 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10016
"$2,200",0 bed,1 bath,Data Not Found,NO,"18 W 37th St Apt 302,                  ",Manhattan,NY,10018
"$2,250",0 bed,1 bath,Data Not Found,NO,"333 E 54th St Apt 3A,                  ",Manhattan,NY,10022
"$2,500",2 bed,1 bath,800 sqft,NO,"666 Hancock St Apt 2B,                  ",Brooklyn,NY,11233
"$4,195",1 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10021
"$3,595",2 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10018
"$2,250",1 bed,1 bath,601 sqft,NO,"441 Convent Ave Apt 4C,                  ",New York,NY,10031
"$1,900",0 bed,1 bath,Data Not Found,OK Pets,"134 W 46th St Apt 3B,                  ",New York,NY,10036
"$2,250",1 bed,1 bath,Data Not Found,NO,"27-10 Newtown Ave Unit 4A,                  ",Queens,NY,11102
"$2,295",1 bed,1 bath,650 sqft,OK Pets,"1365 Saint Nicholas Ave Apt 29P,                  ",New York,NY,10033
"$2,400",0 bed,1 bath,Data Not Found,NO,"229 E 28th St Apt Lh,                  ",New York,NY,10016
"$2,200",0 bed,1 bath,Data Not Found,NO,"335 E 81st St Apt Gb,                  ",Manhattan,NY,10028
"$2,400",1 bed,1 bath,Data Not Found,NO,"45 First Ave Unit 3J,                  ",New York,NY,10003
"$3,850",2 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10019
"$4,995",2 bed,2 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10016
"$3,050",0 bed,1 bath,Data Not Found,NO,"160 Bleecker St Apt 4KW,                  ",New York,NY,10012
"$2,795",0 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10018
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,300",1 bed,1 bath,760 sqft,OK Pets,Data Not Found,New York,NY,10038
"$2,150",1 bed,1 bath,700 sqft,NO,Data Not Found,Queens,NY,11105
"$2,699",1 bed,1 bath,Data Not Found,NO,"127 E 28th St Apt 4F,                  ",New York,NY,10016
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,875",1 bed,1 bath,Data Not Found,NO,"152 E 84th St Apt 2F,                  ",New York,NY,10028
"$2,200",0 bed,1 bath,Data Not Found,OK Pets,"18 W 37th St Apt 301,                  ",New York,NY,10018
"$2,850",3 bed,1 bath,"1,000 sqft",NO,Data Not Found,Brooklyn,NY,11209
"$2,475",3 bed,1 bath,601 sqft,NO,Data Not Found,Brooklyn,NY,11223
"$3,895",2 bed,1 bath,Data Not Found,OK Pets,Data Not Found,New York,NY,10018
"$3,795",2 bed,1 bath,700 sqft,OK Pets,Data Not Found,New York,NY,10036
"$1,850",1 bed,1 bath,Data Not Found,NO,"383 Marlborough Rd Unit 1,                  ",New York,NY,11226
"$1,800",0 bed,1 bath,Data Not Found,NO,"302 W 76th St Apt 4D,                  ",New York,NY,10023
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,230",2 bed,1 bath,Data Not Found,OK Pets,"137 W 137th St Apt 4J,                  ",Manhattan,NY,10030
"$2,015",1 bed,1 bath,Data Not Found,NO,"105 W 138th St Unit 3C,                  ",Manhattan,NY,10030
"$1,695",0 bed,1 bath,Data Not Found,OK Pets,"450 W 162nd St Apt 1W,                  ",Manhattan,NY,10032
"$2,295",2 bed,1 bath,Data Not Found,NO,"110 Convent Ave Apt 11,                  ",Manhattan,NY,10027
"$2,250",2 bed,1 bath,Data Not Found,NO,"511 W 135th St Apt 5C,                  ",Manhattan,NY,10031
"$2,250",3 bed,1 bath,Data Not Found,OK Pets,"450 W 162nd St Apt 32W,                  ",Manhattan,NY,10032
"$2,275",2 bed,1 bath,Data Not Found,NO,"527 W 135th St Apt 3X,                  ",Manhattan,NY,10031
"$2,400",1 bed,1 bath,Data Not Found,NO,"164 W 128th St Apt 2C,                  ",Manhattan,NY,10027
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,495",2 bed,1 bath,Data Not Found,NO,"110 Convent Ave Apt 5,                  ",Manhattan,NY,10027
"$1,695",0 bed,1 bath,Data Not Found,NO,"450 W 162nd St Apt 1E,                  ",Manhattan,NY,10032
"$2,210",1 bed,1 bath,Data Not Found,NO,"106 Fort Washington Ave Apt 6J,                  ",Manhattan,NY,10032
"$2,700",2 bed,1 bath,Data Not Found,NO,"460 W 126th St Apt 4B,                  ",Manhattan,NY,10027
"$2,495",1 bed,1 bath,Data Not Found,OK Pets,"164 W 128th St Apt 4D,                  ",Manhattan,NY,10027
"$2,350",2 bed,1 bath,Data Not Found,NO,"600 W 162nd St Apt 66,                  ",Manhattan,NY,10032
"$2,495",2 bed,1 bath,Data Not Found,NO,"601 W 163rd St Apt 5J,                  ",Manhattan,NY,10032
"$1,800",1 bed,1 bath,Data Not Found,NO,"280 E 21st St Apt 4C,                  ",Brooklyn,NY,11226
"$2,000",0 bed,1 bath,Data Not Found,NO,"35 Morningside Ave Apt 1,                  ",Manhattan,NY,10026
"$1,750",0 bed,1 bath,Data Not Found,NO,"337 W 138th St Unit 5AA,                  ",Nyc,NY,10030
"$2,595",3 bed,1 bath,Data Not Found,NO,"211 W 149th St Apt 3D,                  ",Manhattan,NY,10039
"$2,995",3 bed,1 bath,Data Not Found,OK Pets,"537 Lenox Ave Unit 6F,                  ",Manhattan,NY,10037
"$4,795",4 bed,1.5 bath,Data Not Found,NO,"2053 Frederick Douglass Blvd Apt 2C,                  ",Manhattan,NY,10026
"$1,900",1 bed,1 bath,Data Not Found,OK Pets,"137 W 137th St Apt 4E,                  ",Manhattan,NY,10030
"$2,650",2 bed,1 bath,Data Not Found,NO,"611 W 148th St Apt 46,                  ",Manhattan,NY,10031
"$2,140",1 bed,1 bath,Data Not Found,NO,"60 W 142nd St Apt 9H,                  ",Manhattan,NY,10037
"$1,795",1 bed,1 bath,Data Not Found,NO,"601 W 163rd St Apt 4B,                  ",Manhattan,NY,10032
"$1,775",1 bed,1 bath,Data Not Found,NO,"30 Edgecombe Ave Apt 4R,                  ",Manhattan,NY,10030
"$1,900",1 bed,1 bath,Data Not Found,NO,"555 Ocean Ave Apt 6J,                  ",Brooklyn,NY,11226
"$2,175",1 bed,1 bath,Data Not Found,NO,"35 Morningside Ave Apt 42,                  ",Manhattan,NY,10026
"$1,725",1 bed,1 bath,Data Not Found,NO,"20 Sickles St Apt D7,                  ",Manhattan,NY,10040
"$2,350",1 bed,1 bath,Data Not Found,NO,"213 Bennett Ave Apt 4E,                  ",Manhattan,NY,10040
"$3,335",3 bed,1 bath,Data Not Found,OK Pets,"609 W 137th St Apt 3,                  ",Manhattan,NY,10031
"$1,850",1 bed,1 bath,Data Not Found,NO,"557 W 149th St Apt 15,                  ",Manhattan,NY,10031
"$2,500",2 bed,1 bath,Data Not Found,NO,"2363 7th Ave Unit 4D,                  ",Manhattan,NY,10030
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,200",2 bed,1 bath,Data Not Found,NO,"149 Edgecombe Ave Apt A2,                  ",Manhattan,NY,10030
"$2,200",1 bed,1 bath,Data Not Found,NO,"1165 Fulton St Unit 2F,                  ",Brooklyn,NY,11216
"$3,500",2 bed,1 bath,600 sqft,NO,"236 E 58th St Unit 20,                  ",New York,NY,10022
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,400",3 bed,1 bath,Data Not Found,NO,"320 W 96th St Apt 4A,                  ",New York,NY,10025
"$5,000",3 bed,2 bath,650 sqft,NO,"21 W 87th St Unit 3-3,                  ",New York,NY,10024
"$2,500",0 bed,1 bath,600 sqft,NO,"208 W 23rd St Apt 213,                  ",New York,NY,10011
"$12,000",3 bed,3 bath,"1,700 sqft",NO,"254 E 68th St Apt 13A,                  ",New York,NY,10065
"$2,750",1 bed,1 bath,750 sqft,NO,"191 E 76th St Apt 1C,                  ",New York,NY,10021
"$4,825",1 bed,1 bath,710 sqft,NO,"20 Park Ave Apt 5C,                  ",New York,NY,10016
"$1,850",0 bed,1 bath,500 sqft,NO,"214 E 90th St Apt 4WF,                  ",New York,NY,10128
"$4,095",1 bed,1 bath,852 sqft,NO,"742 Broadway Unit 3C,                  ",New York,NY,10003
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,350",1 bed,1 bath,Data Not Found,OK Pets,"312 E 30th St Unit C,                  ",New York,NY,10016
"$2,450",1 bed,1 bath,650 sqft,OK Pets,"431 E 73rd St Apt 4FH,                  ",New York,NY,10021
"$2,350",1 bed,1 bath,568 sqft,NO,"232 E 75th St Apt 2A,                  ",New York,NY,10021
"$1,875",0 bed,1 bath,385 sqft,NO,"413 W 56th St Unit 14B,                  ",New York,NY,10019
"$3,090",1 bed,1 bath,700 sqft,NO,"174 Spring St Apt 14,                  ",New York,NY,10012
"$8,500",1 bed,1.5 bath,"1,400 sqft",OK Pets,"800 Fifth Ave Unit 30G,                  ",New York,NY,10065
"$2,095",0 bed,1 bath,560 sqft,NO,"401 E 76th St Unit 1FE,                  ",New York,NY,10021
"$6,450",5 bed,2 bath,"1,400 sqft",NO,"185 E 3rd St Unit B,                  ",New York,NY,10009
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,350",1 bed,1 bath,741 sqft,OK Pets,"236 E 36th St Unit 5,                  ",New York,NY,10016
"$3,395",1 bed,1 bath,Data Not Found,OK Pets,"371 Second Ave Unit 11,                  ",New York,NY,10010
"$5,695",3 bed,2 bath,Data Not Found,OK Pets,"200 Stanton St Unit 6,                  ",New York,NY,10002
"$3,600",1 bed,1 bath,710 sqft,NO,"1377 Lexington Ave Unit A,                  ",New York,NY,10128
"$3,610",1 bed,1 bath,710 sqft,NO,"1377 Lexington Ave # FRNT1,                  ",New York,NY,10128
"$3,800",2 bed,1 bath,892 sqft,NO,"324 E 52nd St Unit B,                  ",New York,NY,10022
"$5,627",3 bed,2 bath,"1,150 sqft",NO,"151 Rivington St Apt 1,                  ",New York,NY,10002
"$3,600",2 bed,1 bath,800 sqft,NO,"441 E 12th St Apt 1H,                  ",New York,NY,10009
"$2,250",1 bed,1 bath,530 sqft,NO,"424 W 57th St Unit 4R,                  ",New York,NY,10019
"$6,500",2 bed,2 bath,"2,500 sqft",OK Pets,"19 S William St Apt 5,                  ",New York,NY,10004
"$5,075",0 bed,1 bath,"1,025 sqft",OK Pets,"203 W 11th St Unit 3C,                  ",New York,NY,10014
"$2,400",1 bed,1 bath,558 sqft,NO,"302 E 90th St Unit 0,                  ",New York,NY,10128
"$3,800",1 bed,1 bath,782 sqft,NO,"360 West St Unit 6G,                  ",New York,NY,10014
"$2,350",1 bed,1 bath,554 sqft,NO,"482 E 74th St Apt 5D,                  ",New York,NY,10021
"$3,596",2 bed,1 bath,920 sqft,NO,"325 E 5th St Unit DD3,                  ",New York,NY,10003
"$7,250",4 bed,1 bath,"1,350 sqft",NO,"295 Park Ave S Unit 1H,                  ",New York,NY,10010
"$3,150",1 bed,1 bath,600 sqft,NO,"281 W 11th St Apt 3A,                  ",New York,NY,10014
"$2,950",1 bed,1 bath,650 sqft,NO,"1572 Third Ave Unit 1W,                  ",New York,NY,10128
"$3,550",1 bed,1 bath,710 sqft,NO,"424 W End Ave Unit 811,                  ",New York,NY,10024
"$3,500",1 bed,1 bath,651 sqft,NO,"156 E 37th St Unit 3F,                  ",New York,NY,10016
"$6,625",2 bed,2 bath,"1,100 sqft",NO,"333 E 49th St Ph C,                  ",New York,NY,10017
"$4,380",3 bed,1 bath,"1,245 sqft",NO,"43 Avenue C Apt 3C,                  ",New York,NY,10009
"$1,925",0 bed,1 bath,550 sqft,NO,"330 E 74th St Unit 2F,                  ",New York,NY,10021
"$2,100",1 bed,1 bath,514 sqft,NO,"350 E 76th St Apt 3C,                  ",New York,NY,10021
"$2,200",1 bed,1 bath,700 sqft,NO,"212 E 90th St Apt 2ER,                  ",New York,NY,10128
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,095",1 bed,1 bath,720 sqft,NO,"400 E 57th St Apt 14G,                  ",New York,NY,10022
"$2,200",1 bed,1 bath,700 sqft,NO,"212 E 90th St Apt 2ER,                  ",New York,NY,10128
"$2,250",1 bed,1 bath,522 sqft,NO,"320 E 93rd St Apt 2C,                  ",New York,NY,10128
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,250",1 bed,1 bath,538 sqft,NO,"216 E 90th St Apt 4RW,                  ",New York,NY,10128
"$5,395",3 bed,2 bath,"1,100 sqft",NO,"202 E 13th St Apt 2F,                  ",New York,NY,10003
"$3,800",1 bed,1 bath,782 sqft,NO,"360 W 22nd St Apt 6G,                  ",New York,NY,10011
"$3,650",1 bed,1 bath,Data Not Found,OK Pets,"80 Cranberry St Unit 4000FG,                  ",Brooklyn,NY,11201
"$6,625",2 bed,2 bath,"1,100 sqft",NO,"333 E 49th St Ph C,                  ",New York,NY,10017
"$4,380",3 bed,1 bath,"1,245 sqft",NO,"43 Avenue C Apt 3C,                  ",New York,NY,10009
"$2,100",1 bed,1 bath,514 sqft,NO,"350 E 76th St Apt 3C,                  ",New York,NY,10021
"$3,557",1 bed,1 bath,720 sqft,NO,"45 Wall St Apt 1414,                  ",New York,NY,10005
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,895",2 bed,1.5 bath,912 sqft,NO,"42 Avenue B Apt 3,                  ",New York,NY,10009
"$1,950",0 bed,1 bath,568 sqft,NO,"523 E 85th St Apt 3B,                  ",New York,NY,10028
"$2,325",1 bed,1 bath,510 sqft,NO,"489 Columbus Ave Unit 7,                  ",New York,NY,10024
"$3,900",1 bed,1 bath,800 sqft,NO,"22 Jones St Unit 5R,                  ",New York,NY,10014
"$4,175",2 bed,1 bath,750 sqft,OK Pets,"107 Saint Marks Pl Unit C6,                  ",New York,NY,10009
"$3,400",2 bed,1 bath,Data Not Found,NO,"251 E 77th St Apt 2B,                  ",New York,NY,10075
"$1,925",1 bed,1 bath,438 sqft,NO,"951 Amsterdam Ave Apt 4B,                  ",New York,NY,10025
"$6,365",2 bed,1.5 bath,"1,350 sqft",NO,"118 E 7th St Unit 1WV,                  ",New York,NY,10009
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,859",1 bed,1.5 bath,700 sqft,NO,"124 Ridge St Apt 1B,                  ",New York,NY,10002
"$5,695",3 bed,2 bath,960 sqft,NO,"202 E 13th St Unit 3Z,                  ",New York,NY,10003
"$2,150",1 bed,1 bath,Data Not Found,OK Pets,"210 E 90th St Apt 3B,                  ",New York,NY,10128
"$3,770",2 bed,1 bath,880 sqft,NO,"190 E 7th St Apt 200,                  ",New York,NY,10009
"$2,450",1 bed,1 bath,650 sqft,NO,"314 E 62nd St Apt 4B,                  ",New York,NY,10065
"$3,400",2 bed,1 bath,785 sqft,NO,"222 E 85th St Apt 4F,                  ",New York,NY,10028
"$2,800",0 bed,1 bath,600 sqft,OK Pets,"7 E 86th St Apt 11C,                  ",New York,NY,10028
"$2,550",0 bed,1 bath,Data Not Found,OK Pets,"407 E 87th St Apt 1D,                  ",New York,NY,10128
"$2,025",0 bed,1 bath,Data Not Found,OK Pets,"492 E 74th St Unit 4D,                  ",New York,NY,10021
"$6,995",3 bed,2 bath,"1,175 sqft",NO,"45 W 60th St Apt 20D,                  ",New York,NY,10023
"$3,650",2 bed,1 bath,"1,100 sqft",NO,"416 E 73rd St Unit E,                  ",New York,NY,10021
"$2,200",0 bed,1 bath,550 sqft,NO,"214 E 83rd St Apt 3C,                  ",New York,NY,10028
"$6,295",2 bed,2 bath,"1,000 sqft",NO,"10 Barclay St Apt 24C,                  ",New York,NY,10007
"$4,299",3 bed,1 bath,"1,100 sqft",NO,"45 Wall St Apt 1000,                  ",New York,NY,10005
"$2,750",1 bed,1 bath,875 sqft,NO,"317 E 89th St Apt 5W,                  ",New York,NY,10128
"$3,900",0 bed,1 bath,700 sqft,NO,"218 W 10th St Apt 2F,                  ",New York,NY,10014
"$4,825",1 bed,1 bath,710 sqft,NO,"20 Park Ave Apt 6C,                  ",New York,NY,10016
"$2,495",0 bed,1 bath,401 sqft,NO,"12 Fifth Ave Unit 7A,                  ",New York,NY,10012
"$3,795",1 bed,1 bath,920 sqft,NO,"221 E 23rd St Apt 18,                  ",New York,NY,10010
"$3,050",2 bed,1 bath,906 sqft,NO,"306 W 21st St Apt 15,                  ",New York,NY,10011
"$3,625",2 bed,1 bath,Data Not Found,OK Pets,"1482 1st Ave Unit 4,                  ",New York,NY,10075
"$2,750",0 bed,1 bath,Data Not Found,OK Pets,"208 W 23rd St Apt 1017,                  ",New York,NY,10011
"$2,295",1 bed,1 bath,700 sqft,NO,"345 E 85th St Apt 4RW,                  ",New York,NY,10028
"$7,500",2 bed,2 bath,"1,250 sqft",NO,"145 E 16th St Unit 6W,                  ",New York,NY,10003
"$2,504",1 bed,1 bath,Data Not Found,NO,"428 W 49th St Unit 5D,                  ",New York,NY,10019
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,299",3 bed,1 bath,"1,100 sqft",NO,"45 Wall St Apt 1000,                  ",New York,NY,10005
"$2,875",0 bed,1 bath,528 sqft,NO,"360 W 22nd St Unit 28A,                  ",New York,NY,10011
"$2,350",1 bed,1 bath,685 sqft,NO,"350 E 65th St Apt 19,                  ",New York,NY,10065
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,595",2 bed,1 bath,895 sqft,NO,"45 Wall St Apt 907,                  ",New York,NY,10005
"$4,900",2 bed,1 bath,810 sqft,NO,"223 Mott St Apt 17,                  ",New York,NY,10012
"$3,350",0 bed,1 bath,500 sqft,OK Pets,"24 Jane St Apt 2B,                  ",New York,NY,10014
"$2,700",3 bed,1 bath,"1,000 sqft",NO,"121 W 104th St Apt 2R,                  ",New York,NY,10025
"$3,227",1 bed,1 bath,700 sqft,NO,"234 W 14th St Apt 4C,                  ",New York,NY,10011
"$2,950",1 bed,1 bath,650 sqft,NO,"21 W 87th St Unit 3C,                  ",New York,NY,10024
"$10,500",3 bed,3 bath,Data Not Found,NO,"20 Beekman Pl Unit 8AB,                  ",New York,NY,10022
"$7,500",3 bed,2 bath,"1,500 sqft",OK Pets,"22 E 66th St Unit 8X,                  ",New York,NY,10065
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,125",0 bed,1 bath,650 sqft,NO,"201 W 21st St Apt 14D,                  ",New York,NY,10011
"$5,395",3 bed,1 bath,"1,150 sqft",NO,"176 E 3rd St Apt 1B,                  ",New York,NY,10009
"$3,600",2 bed,1 bath,Data Not Found,NO,"136 W 55th St Unit 11A,                  ",New York,NY,10019
"$4,850",3 bed,1.5 bath,"1,091 sqft",NO,"278 Mott St Apt 1A,                  ",New York,NY,10012
"$11,650",4 bed,2 bath,"1,608 sqft",NO,"256 W 10th St Apt 5D,                  ",New York,NY,10014
"$4,295",1 bed,1 bath,800 sqft,NO,"220 E 22nd St Unit U,                  ",New York,NY,10010
"$5,795",2 bed,2 bath,900 sqft,NO,"121 Reade St Apt 2F,                  ",New York,NY,10013
"$2,950",1 bed,1 bath,710 sqft,NO,"60 Avenue B Apt 1B,                  ",New York,NY,10009
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,170",1 bed,1 bath,Data Not Found,OK Pets,"260 W 52nd St Apt 14J,                  ",New York,NY,10019
"$4,300",1 bed,1 bath,Data Not Found,OK Pets,"350 W 42nd St Apt 38E,                  ",New York,NY,10036
"$4,695",3 bed,2 bath,Data Not Found,NO,"316 E 84th St Unit 1,                  ",New York,NY,10028
"$2,300",1 bed,1 bath,585 sqft,NO,"432 E 83rd St Apt 2D,                  ",New York,NY,10028
"$2,795",1 bed,1 bath,710 sqft,NO,"218 Avenue A Apt 1RN,                  ",New York,NY,10009
"$3,850",1 bed,1 bath,710 sqft,NO,"192 E 3rd St Apt 2C,                  ",New York,NY,10009
"$6,295",2 bed,2 bath,"1,000 sqft",NO,"10 Barclay St Apt 23C,                  ",New York,NY,10007
"$6,095",2 bed,1.5 bath,"1,168 sqft",NO,"345 E 5th St Apt B,                  ",New York,NY,10003
"$3,800",1 bed,1 bath,699 sqft,NO,"152 2nd Ave Apt 4B,                  ",New York,NY,10003
"$7,900",3 bed,2 bath,"1,250 sqft",NO,"145 E 16th St Apt 2C,                  ",New York,NY,10003
"$2,100",1 bed,1 bath,508 sqft,NO,"336 E 90th St Apt 2C,                  ",New York,NY,10128
"$2,800",0 bed,1 bath,514 sqft,NO,"200 E 15th St Apt 5L,                  ",New York,NY,10003
"$1,875",0 bed,1 bath,404 sqft,NO,"234 E 24th St,                  ",New York,NY,10010
"$2,600",0 bed,1 bath,508 sqft,NO,"245 W 16th St Apt C2,                  ",New York,NY,10011
"$5,442",3 bed,1 bath,"1,050 sqft",NO,"214 E 25th St Apt 5RE,                  ",New York,NY,10010
"$3,227",1 bed,1 bath,710 sqft,NO,"209 E 25th St Apt 4E,                  ",New York,NY,10010
"$2,295",0 bed,1 bath,560 sqft,NO,"315 E 21st St Apt 1H,                  ",New York,NY,10010
"$2,400",1 bed,1 bath,502 sqft,NO,"228 E 26th St Apt 1A,                  ",New York,NY,10010
"$2,000",0 bed,1 bath,Data Not Found,NO,"1661 York Ave Apt 2J,                  ",New York,NY,10128
"$2,550",0 bed,1 bath,Data Not Found,OK Pets,"307 E 44th St Apt 1221,                  ",New York,NY,10017
"$3,688",0 bed,1 bath,"1,025 sqft",NO,"219 E 23rd St Apt 17,                  ",New York,NY,10010
"$6,195",3 bed,2 bath,"1,250 sqft",NO,"184 Lexington Ave Apt 14A,                  ",New York,NY,10016
"$4,500",1 bed,1 bath,Data Not Found,OK Pets,"30 E 68th St Unit A,                  ",New York,NY,10065
"$4,795",3 bed,1 bath,920 sqft,NO,"295 Park Ave S Apt 2R,                  ",New York,NY,10010
"$3,408",1 bed,1 bath,700 sqft,NO,"220 E 22nd St Apt 4T,                  ",New York,NY,10010
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,450",2 bed,2 bath,Data Not Found,NO,"28 W 18th St Unit 17K,                  ",New York,NY,10011
"$2,750",1 bed,1 bath,685 sqft,NO,"437 W 46th St Apt 1RE,                  ",New York,NY,10036
"$3,316",1 bed,1 bath,690 sqft,NO,"210 E 22nd St Apt 3E,                  ",New York,NY,10010
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,295",1 bed,1 bath,548 sqft,NO,"462 Ninth Ave Unit 8,                  ",New York,NY,10019
"$2,400",1 bed,1 bath,550 sqft,NO,"407 W 50th St Apt 18,                  ",New York,NY,10019
"$6,500",5 bed,1 bath,"1,185 sqft",NO,"203 W 108th St Apt 7,                  ",New York,NY,10025
"$6,995",3 bed,2 bath,"1,175 sqft",NO,"45 W 60th St Apt 5A,                  ",New York,NY,10023
"$3,695",1 bed,2 bath,Data Not Found,NO,"206 E 25th St Unit Re,                  ",New York,NY,10010
"$5,442",3 bed,2 bath,960 sqft,NO,"336 E 18th St Apt B2,                  ",New York,NY,10003
"$2,930",1 bed,1 bath,620 sqft,NO,"14 E 80th St Apt 1B,                  ",New York,NY,10075
"$5,595",3 bed,2 bath,"1,200 sqft",NO,"176 E 3rd St Apt 2F,                  ",New York,NY,10009
